"search_keyword","url","title","summary","crawled_at","published_at","content","analysis_keywords","analysis_orgs","summary_ai","sentiment_label"
"코스닥","https://www.getnews.co.kr/news/articleView.html?idxno=834014","지투지바이오, 코스닥 상장으로 글로벌 약물전달 시장 진출","통해 코스닥 시장 상장에 따른 중장기 성장 전략과 비전을 밝혔다. 2017년 설립된 지투지바이오는 약효... 인정받았다&quot;며 &quot;이번 코스닥 상장으로 기술이전부터 CDO·CDMO 사업까지 아우르는 글로벌 1위 약효지속성 주사제... ","2025-07-31T22:21:42.915247","2025-07-31","지투지바이오 이희용 대표이사
약효지속성 의약품 개발 전문기업 지투지바이오(대표이사 이희용)는 31일 여의도에서 열린 기자간담회를 통해 코스닥 시장 상장에 따른 중장기 성장 전략과 비전을 밝혔다.
2017년 설립된 지투지바이오는 약효 지속성 주사제 약물 전달 플랫폼 전문기업으로 독자적인 약물 전달 기술인 이노램프(InnoLAMP) 플랫폼을 보유하고 있다. 이노램프는 ▲대량생산 ▲고함량 약물 탑재 ▲고생체이용률이 용이해 기존 미립구 의약품의 한계를 극복한 혁신 기술이다.
지투지바이오는 막유화법과 연속용매제거 기술을 통해 국내 최대 규모의 대량 생산 공정을 개발했으며, 균일한 미립구를 배치당 30~60kg 생산할 수 있는 압도적 생산성을 확보했다고 밝혔다.
지투지바이오의 기술력은 글로벌 빅파마들과의 파트너십을 통해 검증받고 있다. 회사는 올해 1월 베링거인겔하임과 장기지속형 주사제 제형계약을 체결한 데 이어 7월 추가 계약을 성사시켰다. 또한 글로벌 빅파마 2곳과 공동개발 협약을 체결하는 등 총 3개 글로벌 제약회사와 파트너십을 구축했다.
상장을 통해 조달한 공모 자금은 제1GMP공장 증축, 제2GMP 공장 신축, 파이프라인 확장 등에 투입될 예정이다. 특히 2027년 완공 예정인 제2GMP 공장이 완성되면 세마글루타이드 기준 연간 700만 명분 규모의 생산 능력을 확보하게 된다.
회사는 세마글루타이드를 주성분으로 한 비만·당뇨 치료제 개발 역량을 바탕으로 만성질환 적응증으로 파이프라인을 확대할 계획이다. 세마글루타이드는 GLP-1 수용체 작용제로 비만·당뇨 치료를 넘어 대사성 지방간염, 심혈관질환, 알츠하이머, 만성 신장질환, 심부전 등 다양한 만성질환 치료제로 활용 가능성이 확대되고 있다.
이희용 대표는 ""지난 8년간 독보적인 약물 전달 플랫폼 기술력을 확보하고 제조공정평가를 통해 그 가능성을 글로벌 기업들로부터 인정받았다""며 ""이번 코스닥 상장으로 기술이전부터 CDO·CDMO 사업까지 아우르는 글로벌 1위 약효지속성 주사제 플랫폼 기업으로 도약하겠다""고 밝혔다.
지투지바이오는 수요예측을 거쳐 8월 5일~6일 청약을 진행한 후 8월 중 코스닥시장에 상장할 예정이다. 상장 주관사는 미래에셋증권이다.","['지투지바이오', '약효지속성 주사제', '코스닥 상장', '베링거인겔하임', '세마글루타이드']","['지투지바이오', '베링거인겔하임', '미래에셋증권']","약효지속성 의약품 개발 전문기업 지투지바이오가 코스닥 상장을 통해 중장기 성장 전략을 발표했습니다.  베링거인겔하임과의 파트너십을 통해 기술력을 검증받았으며, 상장 자금은 GMP 공장 증축 및 파이프라인 확장에 투입될 예정입니다. 특히 세마글루타이드 기반의 만성질환 치료제 개발에 집중할 계획입니다.","Positive"
"코스닥","https://www.sportsworldi.com/newsView/20250731521274","李정부, &quot;감세 시대 끝났다&quot;…법인세·양도소득세 손본다","코스피는 0.05%(농어촌특별세 0.15%), 코스닥은 0.20%로 인상된다. 이로 인한 세수효과는 2조3000억원 예상한다. 한 종목당 50억원 이상 보유하면 매겼던 주식 양도소득세 부과기준도 종목당 보유액 10억원 이상으로... ","2025-07-31T22:21:42.915298","2025-07-31","2025 세제개편안 비전 '진짜 성장을 위한 공평하고 효율적인 세제'
'부자감세' 되돌리기…국세수입 회복 나서
이재명 대통령이 31일 서울 용산 대통령실 청사에서 열린 제6차 수석보좌관회의에서 발언하고 있다. 뉴시스
이재명 정부는 윤석열 정부 시절 도입된 부자 감세를 전면적으로 되돌리는 세제개편안을 발표했다. 법인세 최고세율을 25%로 인상하고 주식 보유량이 많은 대주주를 대상으로 한 양도소득세 및 증권거래세를 강화했다. ‘더 벌면 더 내자’는 원칙을 내세우며 감세에서 과세 중심으로 전환하는 데 중점을 뒀다.
기획재정부는 31일 이런 내용의 2025 세제개편안을 발표했다. 이번 개편안은 경제 성장과 조세제도 합리화를 통해 세입기반을 확충한다는 게 목표다.
최근 경기 둔화와 전 정부의 감세정책 영향으로 2년 연속 국세수입은 감소했다. 2021년 344조1000억원에서 2022년 395조9000억원으로 늘었지만 2023년 344조1000억원, 지난해 336조5000억원으로 줄었다.
정부는 사회적·경제적 불확실성에 대응하기 위한 재정지출 수요가 증대되고, 재정의 적극적인 역할이 요구된다고 진단하며 조세 정상화를 추진한다.
먼저 납세자의 부담 능력에 맞게 과세를 하는 응능부담 원칙으로 세부담을 정상화하기 위한 세입기반을 확충한다. 이에 전 정부에서 내렸던 법인세 최고세율을 1%포인트 상향해 25%로 개정한다. 2022년 수준으로 환원하는 것으로 내년 1월부터 적용된다. 법인세율 환원에 따라 전년 대비 4조3000억원 세수가 더 들어올 것으로 예상했다.
증권거래세율은 과세형평을 제고하는 차원에서 2023년 수준으로 되돌린다. 코스피는 0.05%(농어촌특별세 0.15%), 코스닥은 0.20%로 인상된다. 이로 인한 세수효과는 2조3000억원 예상한다. 한 종목당 50억원 이상 보유하면 매겼던 주식 양도소득세 부과기준도 종목당 보유액 10억원 이상으로 조정한다.
자본시장 활성화를 위해서는 고배당 기업 배당소득 분리과세를 도입한다. 고배당 상장법인으로부터 거주자가 받은 배당소득에 대해 종합소득 과세(14~45%) 대상에서 제외해 분리과세를 허용한다. 현금배당 2000만원 이하는 14%, 2000만~3억원 20%, 3억원 초과는 35%의 세율을 적용한다. 자본준비금을 재원으로 하는 배당액이 주식의 취득가액을 초과하는 경우, 대주주 등에 한해 초과분에 배당소득세를 매긴다.
투자·상생협력 촉진세제도 개편한다. 기업의 배당 환류 촉진을 위해 환류 대상에 배당을 추가하고, 기업이 환류해야 하는 기업소득 비율도 높인다. 현행 60~80%였던 투자포함형은 65~85%로, 투자제외형은 10~20%에서 20~40%로 상향한다.
미래전략산업 지원을 강화하기 위해 인공지능(AI) 분야 국가전략기술 및 사업화 시설을 신설한다. 국가전략기술은 일반, 신성장·원천기술의 연구개발(R&D)·투자 대비 높은 세액공제율을 적용한다. 또 웹툰콘텐츠 제작비용에 대한 소득세·법인세 세액공제를 신설해 대·중견기업은 10%, 중소기업은 15% 공제한다.
서민·중산층·다자녀 가구의 세제 지원을 확대해 민생안정을 강화한다. 신용카드 등 소득공제 기본한도를 자녀당 50만원, 최대 100만원으로 상향한다. 단, 총급여 7000만원 초과 자는 자녀당 25만원(최대 50만원)으로 올린다. 또한 월 20만원인 보육수당 비과세 한도를 자녀 1인당 월 20만원으로 확대한다.
초등 저학년 자녀의 예체능 학원비 세제도 지원한다. 초등학교 1~2학년 자녀의 예체능 학원비를 교육비 세액공제 대상에 포함해 교육비 부담을 낮춘다.
아울러 지역사랑상품권 지출금액을 전통시장 기업업무추진비 추가 한도 대상에 포함하고, 추가 한도를 2배 상향해 소상공인과 자영업자 세제를 지원한다. 경영악화로 노란우산공제를 해지하면 세부담도 완화해준다. 퇴직소득으로 과세하는 노란우산공제 중도해지 사유 중 경영악화에 해당하는 요건을 낮춘다. 현행 수입금액이 직전 3년 평균 대비 50% 이상 감소에서 20% 이상으로 개정한다.
정부는 이번 세제 개편에 따른 세수효과(2025년 대비)는 35조6000억원으로 보고 있다. 세수가 늘어나는 가장 큰 요인은 법인세와 증권거래세율 환원, 교육세 과세체계 개편 등이다. 세제개편안은 오는 14일까지 입법예고를 거친 후 9월 정기국회에 제출할 예정이다.
이주희 기자","['세제개편안', '법인세 인상', '증권거래세 강화', '부자감세 되돌리기', '소득공제 확대']","['기획재정부']","이재명 정부는 윤석열 정부의 부자 감세 정책을 되돌리고 경제 성장과 조세 제도 합리화를 목표로 하는 2025 세제개편안을 발표했습니다.  주요 내용으로는 법인세 최고세율 인상, 증권거래세율 인상, 주식 양도소득세 부과 기준 강화 등이 있으며, 서민과 중산층을 위한 세제 지원 확대도 포함되어 있습니다.","Neutral"
"코스닥","https://www.asiatime.co.kr/article/20250731500333","&quot;금투협, 상법 개정 논의서 침묵하고 과실만 누려...너무나 한심&quot;","반면, 한국경제인협회와 대한상공회의소, 한국경영자총협회, 한국무역협회, 중소기업중앙회, 한국중견기업연합회, 한국상장회사협의회, 코스닥협회 등 경제8단체는 여야 간 논쟁이 있에도 적극적으로 기업에 우호적... ","2025-07-31T22:21:42.915331","2025-07-31","","['경제8단체', '기업 우호적', '여야 논쟁']","['한국경제인협회', '대한상공회의소', '한국경영자총협회', '한국무역협회', '중소기업중앙회', '한국중견기업연합회', '한국상장회사협의회', '코스닥협회']","한국경제인협회 등 경제 8단체는 여야 간 논쟁에도 불구하고 기업에 우호적인 입장을 보이고 있습니다.  자세한 내용은 기사에 제시되지 않았습니다.","Neutral"
"금리인상","https://news.einfomax.co.kr/news/articleView.html?idxno=4367741","달러-원, 야간거래서 1,390원대 초중반…10.40원↑","정규장 마감 이후 우에다 가즈오 일본은행(BOJ) 총재가 향후 금리 인상 가능성이 열려있다는 입장을 전하면서, 달러-원은 엔화 약세 영향으로 상승 압력을 받았다. 달러-원은 야간 연장거래에서 한때 1,395.... ","2025-07-31T22:21:46.544486","2025-07-31","","['달러-원 환율', '엔화 약세', '금리 인상 가능성', '일본은행']","['일본은행(BOJ)']","우에다 가즈오 일본은행 총재가 향후 금리 인상 가능성을 시사하면서 엔화 약세로 달러-원 환율이 상승 압력을 받았습니다.  야간 연장거래에서 달러-원 환율은 1395원까지 상승했습니다.","Neutral"
"금리인상","https://www.mk.co.kr/article/11382596","“중기도 대기업도 1%P씩 더내라”...추가 세수 35조 중 절반은 기업 주...","수익금액 1조원 초과 은행·보험사에 대한 교육세 인상은 대출 금리와 보험료 인상으로 이어질 가능성이 높다. 정부는 교육세법을 바꿔 수익금액 1조원 이하 금융사에는 0.5%의 교육세율을 그대로 적용하고, 1조원... ","2025-07-31T22:21:46.544534","2025-07-31","정부가 세금을 5년간 35조6000억원 더 걷는 대규모 증세 카드를 꺼내들었다. 법인세 증세로 인한 추가 세수만 18조5000억원으로 절반 가까이 차지한다.

법인세 증세는 구윤철 경제부총리 겸 기획재정부 장관이 불을 지폈다. 구 부총리는 지난 17일 국회 인사청문회에서 “세수를 점검해보니 법인세가 2022년 100조원에서 지난해 60조원으로 40%나 빠지며 성장도 소비도 투자도 줄어들고 있다”며 법인세 인상에 대해 “종합적으로 적극 검토하겠다”고 밝혔다.

2022년 103조6000억원까지 늘었던 법인세수는 2023년 80조4000억원, 작년 62조5000억원으로 감소했다. 정부가 예상했던 것보다 덜 걷힌 법인세수 결손은 2023년 24조6000억원, 작년 15조2000억원으로 2년간 법인세 펑크만 40조원에 달한다.

문제는 2년간 이어진 법인세 펑크가 단순히 세율 인하 때문만은 아니라는 점이다. 법인세 인하 시기와 공교롭게 반도체 경기 악화가 겹쳤다. 특히 2023년에는 삼성전자와 SK하이닉스가 대규모 영업손실을 기록해 작년에 법인세를 한 푼도 내지 못했다.

감세 때문에 법인세수가 줄었다면 올해 사정도 다르지 않아야 한다. 하지만 31일 기재부가 발표한 ‘국세수입 현황’에 따르면 총국세수입 진도율은 작년보다 1%포인트 오르는 데 그쳤지만, 법인세 진도율은 4.9%포인트 높게 나왔다. 올 상반기 법인세는 작년보다 14조4000억원 더 걷혔다. 기업 실적이 개선된 영향이다.

기재부는 대기업에 대한 과도한 불이익이라는 지적이 나오자 법인세 최고세율만 올리는 게 아니라 과세표준 전 구간 세율을 올리기로 했다. 이에 따라 중소기업도 법인세 인상 영향권에 포함됐다. 기재부에 따르면 올해 세법개정으로 증대되는 35조6000억원의 세수 중 중소기업 부담은 6조5000억원에 달한다. 대기업 부담은 16조8000억원이다.

법인세 인상이 확정되면 한국은 경제협력개발기구(OECD) 회원국 중 법인세율이 최고 수준인 국가가 될 전망이다. 기재부와 국회예산정책처에 따르면 법인세 인상 시 한국의 최고세율은 지방세를 포함해 27.5%가 된다. 이는 캐나다(26%), 프랑스(25.8%), 미국(25.6%), 영국(25%) 등에 비해 높다. OECD 평균 법인세 최고세율은 작년 기준으로 23.9%에 그친다.

이형일 기재부 1차관은 “지난 정부에서 감세를 통해 경기 활력을 제고하고 결과적으로 세수도 증가시키는 선순환을 의도했지만 현재로서는 실제 정책 효과가 있었다는 것을 확인하기 곤란하다”며 “(법인세 인상은) 세수 성장과 재정 선순환 구조를 노리고 있다”고 말했다.

기업이 일시적으로 큰 투자를 단행하면 세액공제를 추가로 해주는 임시투자세액공제도 완전히 종료하기로 했다. 2011년을 끝으로 폐지됐던 임투공제는 2023년 부활했다. 1년씩 연장해오다 올해는 중소기업만 혜택을 주고 대기업은 제외했다.

박금철 기재부 세제실장은 “올해 통합투자세액공제에서 전년 대비 투자 증가 부분에 대한 추가 공제율이 굉장히 높아졌다”며 “임투공제를 종료하더라도 투자에 큰 영향은 없을 것”이라고 말했다.

한 경제단체 관계자는 “통상 환경 악화 등으로 경영 어려움이 가중된 상황에서 법인세율 인상은 기업 경쟁력 약화로 직결된다”며 “세율 인상은 국내 투자 매력도를 낮춰 외국인직접투자(FDI) 등을 저해할 가능성이 크다”고 지적했다.

최근 글로벌 기업들은 법인세 부담이 낮은 국가에 대한 투자를 늘리는 경향을 보인다. 한국만 나 홀로 법인세를 올리면 기업의 해외 이탈에 기름을 부을 수 있다.

세계 최고 수준인 상속·증여세를 전혀 손대지 않기로 한 것도 기업에는 부담이다. 높은 상속·증여세율은 증시 활성화에 역행한다는 지적도 많다.

수익금액 1조원 초과 은행·보험사에 대한 교육세 인상은 대출 금리와 보험료 인상으로 이어질 가능성이 높다. 정부는 교육세법을 바꿔 수익금액 1조원 이하 금융사에는 0.5%의 교육세율을 그대로 적용하고, 1조원 초과 시 1%로 올리기로 했다. 이 경우 많은 은행이 대출 가산금리에 교육세 부담 증가분을 떠넘길 수 있다.","['법인세 증세', '세수 증가', '기업 경쟁력 약화', 'OECD 법인세율', '상속·증여세']","['기획재정부', '삼성전자', 'SK하이닉스', 'OECD']","정부가 5년간 35조 6천억원 규모의 세수 증대를 위한 증세 계획을 발표했습니다.  특히 법인세 인상이 핵심이며, 이는 삼성전자와 SK하이닉스 등 대기업의 실적 악화에도 불구하고 추진됩니다.  이로 인해 한국의 법인세율은 OECD 회원국 중 최고 수준이 될 전망이며, 기업 경쟁력 약화 우려가 제기되고 있습니다.","Negative"
"금리인상","http://www.g-enews.com/ko-kr/news/article/news_all/202507221236285572906806b77b_1/article.html","[속보] 미국 PCE 물가 &quot;예상밖 2.6% 폭발&quot; 연준 FOMC 금리인하 수정... 뉴...","개인소비지출 기준의 PCE 물가지수는 Fed의 정책결정기구인 연방공개시장위원회( FOMC)가 금리 동결 금리인하 또는 금리인상 등의 통화정책을 결정한다. PCE 물가지수가 높게 나오면 연준 FOMC의 금리인하는 그 만큼 더... ","2025-07-31T22:21:46.544563","2025-07-31","[실패] 모든 추출 방법 실패","['PCE 물가지수', '연준', 'FOMC', '금리 동결', '금리 인하']","['Fed', 'FOMC']","개인소비지출 기준 PCE 물가지수는 연방준비제도(Fed)의 연방공개시장위원회(FOMC)의 금리 정책 결정에 중요한 지표입니다.  PCE 물가지수가 높으면 금리 인하 가능성이 낮아집니다.","Neutral"
"금리인상","https://news.einfomax.co.kr/news/articleView.html?idxno=4367738","국채선물, 야간거래서 혼조세…3년물 4틱↑·10년물 1틱↓","우에다 가즈오 일본은행(BOJ) 총재는 일본의 기준금리를 '0.5% 정도'로 동결한 것을 두고 &quot;경제와 물가가 전망에 맞춰 움직인다면 계속해서 금리를 인상하고, 경제 및 물가 개선에 따라 통화 완화 수준을 조정할... ","2025-07-31T22:21:46.544588","2025-07-31","","['일본은행', '기준금리 동결', '금리 인상 가능성', '경제', '물가']","['일본은행(BOJ)']","우에다 가즈오 일본은행 총재는 기준금리 동결 결정에 대해 경제와 물가 전망에 따라 금리 인상 가능성을 열어두었습니다.  경제 및 물가 개선에 따라 통화 완화 수준을 조정할 수 있다고 밝혔습니다.","Neutral"
"금리인상","https://www.obsnews.co.kr/news/articleView.html?idxno=1492181","미 연준 기준금리 동결…트럼프-파월 갈등 재점화","[제롬 파월 / 미국 연방준비제도 의장 : 9월 금리 인상에 대해 아직 어떤 결정도 내리지 않았다는 점을 말씀드리고 싶습니다.] 파월 의장의 발언으로 9월 금리 인하 기대 심리가 크게 꺾이면서 뉴욕 증시는 하락... ","2025-07-31T22:21:46.544612","2025-07-31","【앵커】
미국 중앙은행 연준이 또다시 기준금리를 동결했습니다.
다섯 차례 연속인데, 트럼프 대통령은 다시
파월 의장을 공개적으로 비판하며,
통화정책을 둘러싼 갈등이  재점화되고 있습니다.
김준호 월드리포터입니다.
【기자】
미국 중앙은행, 연방준비제도가 7월 연방공개시장위원회를 열고, 4.25에서 4.5%인 기준금리를 동결했습니다.
트럼프 2기 행정부 출범 이후, 다섯 차례 연속 동결한 겁니다.
연준은 실업률이 낮고 노동시장이 견조하지만 인플레이션 압력이 여전히 높다고 진단했습니다.
특히 파월 의장은 관세 정책 탓에 물가가 오르고 있고, 장기적 인플레이션으로 이어질지 지켜봐야 한다고 말했습니다.
[제롬 파월 / 미국 연방준비제도 의장 : 우리는 현재의 통화 정책 입장이 잠재적인 경제적 상황에 시기적절하게 대응할 수 있는 좋은 위치에 있다고 믿습니다.]
하지만, 금리 결정 과정에서 트럼프 대통령이 임명한 연준 이사 2명이 0.25% 금리 인하를 주장하며 반대 표를 던졌습니다.
2명 이상이 반대한 건, 32년 만에 처음 있는 일로,  연준 내부의 분열이 드러났다는 의견도 나왔습니다.
트럼프 대통령은 연준 결정에 강한 불만을 드러냈습니다.
연준의 결정이 막대한 경제적 손실로 이어지고 있다고 주장했습니다.
[도널드 트럼프 / 미국 대통령 : 이 신사분(제롬 파월 연준 의장)이 유지하는 한 가지 조치 때문에 우리는 연간 3,650억 달러의 손실을 보고 있습니다.]
트럼프 대통령은 그러면서, 9월에는 금리를 내릴 거라는 얘기를 들었다고 밝혔습니다.
하지만 파월 연준 의장은 즉각 선을 그었습니다.
[제롬 파월 / 미국 연방준비제도 의장 : 9월 금리 인상에 대해 아직 어떤 결정도 내리지 않았다는 점을 말씀드리고 싶습니다.]
파월 의장의 발언으로 9월 금리 인하 기대 심리가 크게 꺾이면서 뉴욕 증시는 하락 마감했습니다.
다우존스 산업지수는 0.4% 떨어졌고, S&P500 지수도 0.1% 하락했습니다.
향후 금리정책의 방향성이 불투명해지며, 증시 전반에 불안 요인으로 작용하고 있습니다.
월드뉴스 김준호입니다.","['연준', '기준금리 동결', '트럼프', '파월 의장', '통화정책 갈등']","['연준', 'FOMC']","미국 연준이 5차례 연속 기준금리를 동결하면서 트럼프 대통령이 파월 의장을 공개적으로 비판하며 통화정책을 둘러싼 갈등이 재점화되었습니다.  연준 내부에서도 금리 인하를 주장하는 목소리가 나왔고, 트럼프 대통령의 비판과 파월 의장의 반박으로 시장 불확실성이 커지고 있습니다.","Negative"
"금리인상","https://news.einfomax.co.kr/news/articleView.html?idxno=4367735","달러-원, 런던장 시간대서 엔화 약세에 상승폭 확대…10.10원↑","미국과의 관세 협상 타결에 따라 불확실성이 완화한 가운데, 금리 인상 가능성이 열려 있다는 입장을 드러낸 것이다. 이에 달러-원 환율은 야간 연장거래에서 한때 1,394.20원까지 고점을 높였다. 한 은행... ","2025-07-31T22:21:46.544635","2025-07-31","","['미국 관세 협상', '금리 인상 가능성', '달러-원 환율']","[]","미국과의 관세 협상 타결로 불확실성이 완화되면서 금리 인상 가능성이 열려 있다는 소식에 달러-원 환율이 상승했습니다.  야간 연장거래에서 1394.20원까지 고점을 기록했습니다.","Neutral"
"금리인상","http://coinreaders.com/177103","美 연준·일본은행 금리 동결...암호화폐, 변동성 장세 올 때인가","사사키는 &quot;인플레이션 수준을 고려하면 일본은행이 매파적 입장을 취할 수 있으며 언제든 금리를 인상할 수 있지만, 여전히 글로벌 리스크, 특히 미국의 관세 정책에 대해 신중한 자세를 유지하고 있다&quot;고... ","2025-07-31T22:21:46.544657","2025-07-31","일본은행과 미국 연방준비제도이사회가 연이어 금리 동결을 결정하면서 전 세계 암호화폐 시장이 충격파에 긴장하고 있지만, 전문가들은 심각한 하락세보다는 지속적인 변동성을 예상한다고 분석했다.

7월 31일(현지시간) 암호화폐 전문 매체 코인게이프에 따르면, 일본은행(BOJ)이 이틀간의 회의를 거쳐 기준금리를 약 0.5%로 유지하기로 결정했다고 보도했다. 이는 미국 연방준비제도이사회가 5차례 연속으로 금리를 동결한 것과 같은 움직임이다. 로이터 보도에 따르면 일본은행은 금리 동결과 함께 경제에 대한 신중한 낙관론을 표명했으며, 금리 동결 결정은 만장일치로 승인됐다.

후쿠오카 파이낸셜 그룹(Fukuoka Financial Group)의 토루 사사키(Tohru Sasaki) 수석 전략가는 중앙은행의 소비자물가지수(CPI) 전망 수정이 2026년까지 완만한 증가를 보여준다며 인플레이션에 대한 우려가 지속되고 있다고 밝혔다. 사사키는 ""인플레이션 수준을 고려하면 일본은행이 매파적 입장을 취할 수 있으며 언제든 금리를 인상할 수 있지만, 여전히 글로벌 리스크, 특히 미국의 관세 정책에 대해 신중한 자세를 유지하고 있다""고 설명했다.

미국 연방공개시장위원회(FOMC) 회의에서 연준은 금리를 4.25%에서 4.5% 범위로 유지하기로 결정했다. 9명의 위원이 현재 금리 유지에 찬성한 반면, 크리스토퍼 월러(Christopher Waller)와 미셸 보우먼(Michelle Bowman) 위원은 25 베이시스 포인트 금리 인하를 주장하며 반대표를 던졌다. 일본은 미국 관세 영향에 대응해 63억 달러 규모의 구제 패키지를 발표했으며, 이는 암호화폐 시장에 도움이 될 수 있다.

현재 암호화폐 시장은 상승세를 보이고 있으며 전체 시가총액이 3조 8,900억 달러로 0.76% 증가했다. 비트코인(Bitcoin, BTC)은 현재 11만 8,415달러에 거래되고 있으며 오늘 일찍 11만 6,000달러까지 하락했다. 이더리움(Ethereum, ETH)은 일본은행 금리 결정 이후 일일 최저가인 3,691달러까지 떨어졌지만 현재 3,860달러로 1.43% 상승했다. XRP는 현재 3.14달러에 거래되며 6일 만에 최저가인 3.022달러를 기록했다.

LVRG 리서치(LVRG Research)의 닉 럭(Nick Ruck) 이사는 ""연준이 신중한 입장을 유지한다면 강세장 속도가 둔화될 수 있지만, 근본적인 유동성 급증이 결국 반등을 위한 바닥을 유지할 수 있다""고 말했다. 아폴로 캐피털(Apollo Capital)의 헨릭 안데르손(Henrik Andersson) 최고투자책임자는 ""시장이 이번 주 금리 인하가 없을 것으로 예상했기 때문에 놀라운 일이 아니며, 관세에 대한 불확실성이 미국 금리 인하를 지연시킬 것이 분명했다""며 약세 전망은 가능성이 낮다고 낙관론을 표명했다.

*면책 조항: 이 기사는 투자 참고용으로 이를 근거로 한 투자 손실에 대해 책임을 지지 않습니다. 해당 내용은 정보 제공의 목적으로만 해석되어야 합니다.*","['일본은행', '연준', '금리 동결', '암호화폐 시장', '변동성']","['일본은행(BOJ)', '미국 연방준비제도이사회(FOMC)', 'Fukuoka Financial Group', 'LVRG Research', 'Apollo Capital']","일본은행과 미국 연준의 금리 동결 결정으로 암호화폐 시장이 긴장하고 있지만, 전문가들은 심각한 하락세보다는 지속적인 변동성을 예상하고 있습니다.  일본은행은 경제에 대한 신중한 낙관론을 표명했으며, 미국은 관세 정책 등의 불확실성을 고려하여 금리를 동결했습니다.  암호화폐 시장은 현재 상승세를 보이고 있습니다.","Neutral"
