"search_keyword","url","title","summary","crawled_at","published_at","content","analysis_keywords","analysis_orgs","summary_ai","sentiment_label"
"코스피","https://www.newsworks.co.kr/news/articleView.html?idxno=805558","[속보] '상호관세' 타결에 코스피 3270선 개장…역대 최고치 경신 임박","31일 코스피 지수가 전일 대비 21.31포인트(0.65%) 오른 3275.78에 개장하며 전고점(3305.21) 경신을 눈앞에... 종가 기준 코스피의 역대 최고치는 약 4년 전인 지난 2021년 7월 6일 기록한 3305.21포인트다. [뉴스웍스=]","2025-07-31T00:09:15.745558","2025-07-31","","['코스피', '지수 상승', '전고점 경신', '주식 시장', '최고치']","[]","7월 31일 코스피 지수가 전일 대비 0.65% 상승한 3275.78에 개장하며, 2021년 7월 6일 기록한 역대 최고치(3305.21)에 근접했습니다.  전고점 경신을 눈앞에 두고 있습니다.","Positive"
"코스피","https://news.tf.co.kr/read/economy/2229376.htm","코스피, 0.65%(21.31포인트) 오른 3275.78 출발","31일 코스피, 전 거래일(3254.47) 대비 0.65%(21.31포인트) 오른 3275.78 출발.","2025-07-31T00:09:15.745615","2025-07-31","[실패] 모든 추출 방법 실패","['코스피', '상승', '지수', '주식 시장']","[]","7월 31일 코스피 지수가 전 거래일 대비 0.65%(21.31포인트) 상승하여 3275.78로 출발했습니다.","Positive"
"코스피","https://www.news1.kr/finance/general-stock/5864653","코스피, 장초반 0.19% 상승한 3260.59…7연속 상승세(2보)","31일 오전 9시 5분 기준 코스피는 전일 종가와 비교해 6.12포인트(p)(0.19%) 상승한 3260.59를 기록하고 있다. 지난 23일부터 상승세를 타기 시작한 코스피는 이날로 7거래일 연속 상승 중이다. 코스닥은 전일... ","2025-07-31T00:09:15.745645","2025-07-31","[실패] 모든 추출 방법 실패","['코스피', '상승세', '7거래일 연속 상승', '주식 시장']","[]","7월 31일 오전 9시 5분 기준 코스피는 전일 종가 대비 0.19% 상승한 3260.59를 기록했습니다.  23일부터 시작된 상승세는 이날로 7거래일째 지속되고 있습니다.","Positive"
"코스피","https://biz.sbs.co.kr/article_hub/20000250397?division=NAVER","코스피, 장 초반 상승해 3270선 등락…코스닥 올라","코스피가 오늘(31일) 상승 출발해 3270선 부근에서 움직이고 있습니다. 이날 오전 9시 2분 현재 코스피는 전장보다 15.44p(0.47%) 오른 3269.91입니다. 지수는 전장보다 21.31p(0.65%) 오른 3275.78로 출발했습니다.... ","2025-07-31T00:09:15.745672","2025-07-31","코스피가 오늘(31일) 상승 출발해 3270선 부근에서 움직이고 있습니다.
이날 오전 9시 2분 현재 코스피는 전장보다 15.44p(0.47%) 오른 3269.91입니다.
지수는 전장보다 21.31p(0.65%) 오른 3275.78로 출발했습니다.
같은 시각 코스닥지수는 전장보다 2.37p(0.29%) 오른 806.04입니다.
가상자산 비트코인은 어제(30일)와 같이 1억6천300만원대에 움직이면서 횡보세를 보이고 있습니다.","['코스피', '상승', '코스닥', '비트코인', '주식 시장', '가상자산']","[]","7월 31일 코스피는 상승 출발하여 3270선 부근에서 움직이고 있으며, 오전 9시 2분 현재 전장보다 0.47% 상승했습니다. 코스닥 지수도 상승세를 보이고 있으며, 비트코인은 횡보세를 유지하고 있습니다.","Positive"
"코스피","http://www.metroseoul.co.kr/article/20250731500077","[속보] 코스피, 2.31포인트(0.65%) 오른 3275.78 출발...연고점 경신","/신하은 기자","2025-07-31T00:09:15.745696","2025-07-31","[실패] 모든 추출 방법 실패","[]","[]","기자 이름만 기재되어 있어 요약할 내용이 없습니다.","Neutral"
"코스피","http://www.opinionnews.co.kr/news/articleView.html?idxno=121661","韓美 무역협상 타결...코스피 21.31(0.65%) 오른 3275.78 개장","","2025-07-31T00:09:15.745719","2025-07-31","[실패] 모든 추출 방법 실패","nan","nan","",""
"코스피","https://news.einfomax.co.kr/news/articleView.html?idxno=4367497","정부 &quot;주식·채권시장 안정에도 금융·외환시장 24시간 모니터링 지속&quot;","참석자들은 코스피가 2021년 이후 4년여 만에 최고치를 기록하는 등 상승세가 지속되고 있다고 평가했다. 다만, 주요국 경기 흐름과 미 통화·무역 정책 등 대외 불확실성이 상존해 경각심을 가지고 시장 변동성을... ","2025-07-31T00:09:15.745741","2025-07-31","거시경제금융회의 주재하는 이형일 차관
[출처 : 연합뉴스 자료사진]","['거시경제금융회의', '이형일 차관']","[]","이형일 차관이 거시경제금융회의를 주재했습니다.  자세한 내용은 언급되어 있지 않습니다.","Neutral"
"코스피","http://www.econonews.co.kr/news/articleView.html?idxno=398491","화신, 4거래일 연속 상승에 4% 상승…9800원선 재돌파","화신이 가파른 상승세다. 화신은 31일 코스피 시장에서 오전 9시5분 현재 전 거래일보다 4.01%(380원) 상승한 9850원에 거래되고 있다. 이 회사는 28일부터 이날까지 4거래일 연속 상승세다.","2025-07-31T00:09:15.745764","2025-07-31","[실패] 모든 추출 방법 실패","['화신', '주가 상승', '4거래일 연속 상승']","['화신']","화신의 주가가 7월 31일 오전 9시 5분 현재 전 거래일보다 4.01% 상승한 9850원에 거래되고 있으며, 28일부터 4거래일 연속 상승세를 기록하고 있습니다.","Positive"
"코스피","https://www.etoday.co.kr/news/view/2492876","[속보] 코스피, 21.31p(0.65%) 오른 3275.78(개장)","이투데이=정회인 기자 | 코스피, 21.31p(0.65%) 오른 3275.78(개장)","2025-07-31T00:09:15.745786","2025-07-31","이투데이
증권·금융
시황
[속보] 코스피, 21.31p(0.65%) 오른 3275.78(개장)
입력 2025-07-31 09:05
정회인 기자
기자 이름을 클릭하면
더 자세한 정보를
확인할 수 있어요!
북마크 되었습니다.
마이페이지에서 확인하세요.","['코스피', '상승', '개장', '주식 시장']","['이투데이']","이투데이에 따르면 코스피 지수가 21.31포인트(0.65%) 상승한 3275.78로 개장했습니다.","Positive"
"코스피","https://www.gukjenews.com/news/articleView.html?idxno=3338997","[속보] 코스피, 0.65% 오른 3,275.78 개장...원·달러 환율 1390원","코스피 코스닥/국제뉴스DB 31일 코스피는 전 거래일(3254.47)보다 21.31포인트(0.65%) 오른 3275.78에 거래를 출발했다. 코스닥 지수는 전 거래일(803.67)보다 2.54포인트(0.32%) 상승한 806.21에 거래를 시작했다.... ","2025-07-31T00:09:15.745810","2025-07-31","코스피 코스닥/국제뉴스DB
31일 코스피는 전 거래일(3254.47)보다 21.31포인트(0.65%) 오른 3275.78에 거래를 출발했다.
코스닥 지수는 전 거래일(803.67)보다 2.54포인트(0.32%) 상승한 806.21에 거래를 시작했다.
서울 외환시장에서 원·달러 환율이 전거래일보다 6.9원 오른 1390원에 장을 열었다.","['코스피', '코스닥', '원달러 환율', '상승']","[]","7월 31일 코스피는 전 거래일보다 0.65% 상승한 3275.78에, 코스닥은 0.32% 상승한 806.21에 거래를 시작했습니다. 원·달러 환율은 전 거래일보다 6.9원 오른 1390원에 장을 열었습니다.","Positive"
"코스피","https://biz.sbs.co.kr/article_hub/20000250395?division=NAVER","[속보] 코스피 3275.78 출발…4년 만 최고치","코스피 3275.78 출발…4년 만 최고치","2025-07-31T00:09:15.745834","2025-07-31","[속보] 코스피 3275.78 출발…4년 만 최고치","['코스피', '상승', '최고치', '4년만']","[]","코스피가 3275.78로 출발하며 4년 만에 최고치를 기록했습니다.","Positive"
